,index,propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,superTopHighlight,externalReference,floor,exterior,district,neighborhood,hasLift,parkingSpace,labels
54,4,103036661,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a5/e3/a2/1175905680.jpg,5,102478.0,flat,sale,49.0,2,1,Calle Juan Pascual,Madrid,Madrid,es,40.4337772,-3.6392348,False,https://www.idealista.com/inmueble/103036661/,4353,"Oportunidad Única de Inversión - Activo Inmobiliario Sin Explotar  REFERENCIA: 3968 [Auctree. com/auction/3968]  Embárquese en un viaje de inversión sin precedentes con Auctree, la plataforma líder en España para inversores inmobiliarios. Hoy, destacamos un singular activo inmobiliario involucrado en un proceso judicial, y el potencial latente dentro de esta oportunidad es inmenso. Como inversor, se le otorga acceso exclusivo a un ámbito previamente reservado para grandes fondos de inversión y oficinas familiares, permitiéndole explorar una clase de activos rebosante de oportunidades robustas y retornos significativos. Los servicios integrales de Auctree facilitan una experiencia de adquisición sin problemas, desde la participación en negociaciones con todas las partes hasta asegurar el registro exitoso de la propiedad en el Registro de la Propiedad. Ideal para inversores con visión de futuro sintonizados con los plazos del proceso judicial, esta inversión ofrece retornos a largo plazo sustanciales y un valor único. Con Auctree, dé un paso más allá de las fronteras tradicionales de la inversión inmobiliaria y transformemos su cartera de inversiones hoy.",False,good,False,2091.0,{'typology': 'flat'},"{'subtitle': 'Pueblo Nuevo, Madrid', 'title': 'Piso en Calle Juan Pascual'}",False,False,False,False,,False,False,3968,,True,Ciudad Lineal,Pueblo Nuevo,False,,
55,5,102919000,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1e/8c/62/1173615596.jpg,15,88800.0,flat,sale,58.0,3,1,Calle de López Grass,Madrid,Madrid,es,40.3983099,-3.6595547,False,https://www.idealista.com/inmueble/102919000/,5108,"Oportunidad Única de Inversión - Activo Inmobiliario Sin Explotar  REFERENCIA: 8654 [Auctree. com/auction/8654]  Embárquese en un viaje de inversión sin precedentes con Auctree, la plataforma líder en España para inversores inmobiliarios. Hoy, destacamos un singular activo inmobiliario, lleno de potencial latente y listo para explorar. Como inversor, se le otorga acceso exclusivo a un ámbito previamente reservado para grandes fondos de inversión y oficinas familiares, permitiéndole adentrarse en una clase de activos rebosante de oportunidades robustas y retornos significativos. Los servicios integrales de Auctree facilitan una experiencia de adquisición sin problemas, desde la participación en negociaciones con todas las partes hasta asegurar el registro exitoso de la propiedad en el Registro de la Propiedad. Ideal para inversores con visión de futuro en busca de vías de inversión sencillas, esta oportunidad ofrece retornos a largo plazo sustanciales y un valor único. Con Auctree, dé un paso más allá de las fronteras tradicionales de la inversión inmobiliaria y transformemos su cartera de inversiones hoy.",False,good,False,1531.0,{'typology': 'flat'},"{'subtitle': 'Numancia, Madrid', 'title': 'Piso en Calle de López Grass'}",True,False,False,False,,False,False,8654,,True,Puente de Vallecas,Numancia,False,,
56,6,103012279,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3c/3b/fc/1176231781.jpg,10,162367.0,chalet,sale,188.0,3,2,Calle Fuentecillas,Toledo,Cedillo del Condado,es,40.1271444,-3.922502,False,https://www.idealista.com/inmueble/103012279/,39758,"Oportunidad Única de Inversión - Activo Inmobiliario Sin Explotar  REFERENCIA: 6164 [Auctree. com/auction/6164]  Embárquese en un viaje de inversión sin precedentes con Auctree, la plataforma líder en España para inversores inmobiliarios. Hoy, destacamos un singular activo inmobiliario involucrado en un proceso judicial, y el potencial latente dentro de esta oportunidad es inmenso. Como inversor, se le otorga acceso exclusivo a un ámbito previamente reservado para grandes fondos de inversión y oficinas familiares, permitiéndole explorar una clase de activos rebosante de oportunidades robustas y retornos significativos. Los servicios integrales de Auctree facilitan una experiencia de adquisición sin problemas, desde la participación en negociaciones con todas las partes hasta asegurar el registro exitoso de la propiedad en el Registro de la Propiedad. Ideal para inversores con visión de futuro sintonizados con los plazos del proceso judicial, esta inversión ofrece retornos a largo plazo sustanciales y un valor único. Con Auctree, dé un paso más allá de las fronteras tradicionales de la inversión inmobiliaria y transformemos su cartera de inversiones hoy.",False,good,False,864.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Cedillo del Condado', 'title': 'Casa independiente en Calle Fuentecillas'}",False,False,False,False,,False,False,6164,,,,,,,
57,7,102980284,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/34/10/1176439269.jpg,21,103600.0,flat,sale,55.0,3,1,Calle de José Bielsa,Madrid,Madrid,es,40.3825622,-3.7071413,False,https://www.idealista.com/inmueble/102980284/,6303,"Oportunidad Única de Inversión - Activo Inmobiliario Sin Explotar  REFERENCIA: 8675 [Auctree. com/auction/8675]  Embárquese en un viaje de inversión sin precedentes con Auctree, la plataforma líder en España para inversores inmobiliarios. Hoy, destacamos un singular activo inmobiliario, lleno de potencial latente y listo para explorar. Como inversor, se le otorga acceso exclusivo a un ámbito previamente reservado para grandes fondos de inversión y oficinas familiares, permitiéndole adentrarse en una clase de activos rebosante de oportunidades robustas y retornos significativos. Los servicios integrales de Auctree facilitan una experiencia de adquisición sin problemas, desde la participación en negociaciones con todas las partes hasta asegurar el registro exitoso de la propiedad en el Registro de la Propiedad. Ideal para inversores con visión de futuro en busca de vías de inversión sencillas, esta oportunidad ofrece retornos a largo plazo sustanciales y un valor único. Con Auctree, dé un paso más allá de las fronteras tradicionales de la inversión inmobiliaria y transformemos su cartera de inversiones hoy.",False,good,False,1884.0,{'typology': 'flat'},"{'subtitle': 'Pradolongo, Madrid', 'title': 'Piso en Calle de José Bielsa'}",False,False,False,False,,False,False,8675,,True,Usera,Pradolongo,False,,
58,8,102933901,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/3e/78/1172276822.jpg,45,375612.0,chalet,sale,384.0,4,4,Calle de los Fresnos,Madrid,Serranillos del Valle,es,40.2073513,-3.8730306,False,https://www.idealista.com/inmueble/102933901/,29937,"Oportunidad Única de Inversión - Activo Inmobiliario Sin Explotar  REFERENCIA: 6645 [Auctree. com/auction/6645]  Embárquese en un viaje de inversión sin precedentes con Auctree, la plataforma líder en España para inversores inmobiliarios. Hoy, destacamos un singular activo inmobiliario involucrado en un proceso judicial, y el potencial latente dentro de esta oportunidad es inmenso. Como inversor, se le otorga acceso exclusivo a un ámbito previamente reservado para grandes fondos de inversión y oficinas familiares, permitiéndole explorar una clase de activos rebosante de oportunidades robustas y retornos significativos. Los servicios integrales de Auctree facilitan una experiencia de adquisición sin problemas, desde la participación en negociaciones con todas las partes hasta asegurar el registro exitoso de la propiedad en el Registro de la Propiedad. Ideal para inversores con visión de futuro sintonizados con los plazos del proceso judicial, esta inversión ofrece retornos a largo plazo sustanciales y un valor único. Con Auctree, dé un paso más allá de las fronteras tradicionales de la inversión inmobiliaria y transformemos su cartera de inversiones hoy.",False,good,False,978.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Serranillos del Valle', 'title': 'Casa independiente en Calle de los Fresnos'}",False,False,False,False,,False,False,6645,,,,,,,
59,9,103025374,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/34/91/e5/1176230618.jpg,3,140000.0,flat,sale,77.0,3,1,Calle Álava,Madrid,Fuenlabrada,es,40.2939397,-3.7982054,False,https://www.idealista.com/inmueble/103025374/,18419,"Oportunidad Única de Inversión - Activo Inmobiliario Sin Explotar  REFERENCIA: 8783 [Auctree. com/auction/8783]  Embárquese en un viaje de inversión sin precedentes con Auctree, la plataforma líder en España para inversores inmobiliarios. Hoy, destacamos un singular activo inmobiliario, lleno de potencial latente y listo para explorar. Como inversor, se le otorga acceso exclusivo a un ámbito previamente reservado para grandes fondos de inversión y oficinas familiares, permitiéndole adentrarse en una clase de activos rebosante de oportunidades robustas y retornos significativos. Los servicios integrales de Auctree facilitan una experiencia de adquisición sin problemas, desde la participación en negociaciones con todas las partes hasta asegurar el registro exitoso de la propiedad en el Registro de la Propiedad. Ideal para inversores con visión de futuro en busca de vías de inversión sencillas, esta oportunidad ofrece retornos a largo plazo sustanciales y un valor único. Con Auctree, dé un paso más allá de las fronteras tradicionales de la inversión inmobiliaria y transformemos su cartera de inversiones hoy.",False,good,False,1818.0,{'typology': 'flat'},"{'subtitle': 'La Serna, Fuenlabrada', 'title': 'Piso en Calle Álava'}",False,False,False,False,,False,False,8783,,True,La Serna,,True,,
60,10,103004824,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e1/86/12/1174809036.jpg,3,183500.0,flat,sale,84.0,1,1,Calle de la Era,Madrid,Mejorada del Campo,es,40.4000123,-3.488529,False,https://www.idealista.com/inmueble/103004824/,17597,"Oportunidad Única de Inversión - Activo Inmobiliario Sin Explotar  REFERENCIA: 8759 [Auctree. com/auction/8759]  Embárquese en un viaje de inversión sin precedentes con Auctree, la plataforma líder en España para inversores inmobiliarios. Hoy, destacamos un singular activo inmobiliario, lleno de potencial latente y listo para explorar. Como inversor, se le otorga acceso exclusivo a un ámbito previamente reservado para grandes fondos de inversión y oficinas familiares, permitiéndole adentrarse en una clase de activos rebosante de oportunidades robustas y retornos significativos. Los servicios integrales de Auctree facilitan una experiencia de adquisición sin problemas, desde la participación en negociaciones con todas las partes hasta asegurar el registro exitoso de la propiedad en el Registro de la Propiedad. Ideal para inversores con visión de futuro en busca de vías de inversión sencillas, esta oportunidad ofrece retornos a largo plazo sustanciales y un valor único. Con Auctree, dé un paso más allá de las fronteras tradicionales de la inversión inmobiliaria y transformemos su cartera de inversiones hoy.",False,good,False,2185.0,{'typology': 'flat'},"{'subtitle': 'Mejorada del Campo', 'title': 'Piso en Calle de la Era'}",False,False,False,False,,False,False,8759,,True,,,True,,
61,11,103012299,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/06/f3/67/1175077703.jpg,1,92317.0,flat,sale,53.0,3,1,Calle del Lago Van,Madrid,Madrid,es,40.4050755,-3.6073791,False,https://www.idealista.com/inmueble/103012299/,7913,"Oportunidad Única de Inversión - Activo Inmobiliario Sin Explotar  REFERENCIA: 7532 [Auctree. com/auction/7532]  Embárquese en un viaje de inversión sin precedentes con Auctree, la plataforma líder en España para inversores inmobiliarios. Hoy, destacamos un singular activo inmobiliario involucrado en un proceso judicial, y el potencial latente dentro de esta oportunidad es inmenso. Como inversor, se le otorga acceso exclusivo a un ámbito previamente reservado para grandes fondos de inversión y oficinas familiares, permitiéndole explorar una clase de activos rebosante de oportunidades robustas y retornos significativos. Los servicios integrales de Auctree facilitan una experiencia de adquisición sin problemas, desde la participación en negociaciones con todas las partes hasta asegurar el registro exitoso de la propiedad en el Registro de la Propiedad. Ideal para inversores con visión de futuro sintonizados con los plazos del proceso judicial, esta inversión ofrece retornos a largo plazo sustanciales y un valor único. Con Auctree, dé un paso más allá de las fronteras tradicionales de la inversión inmobiliaria y transformemos su cartera de inversiones hoy.",False,good,False,1742.0,{'typology': 'flat'},"{'subtitle': 'Casco Histórico de Vicálvaro, Madrid', 'title': 'Piso en Calle del Lago Van'}",False,False,False,False,,False,False,7532,,True,Vicálvaro,Casco Histórico de Vicálvaro,False,,
62,12,103008705,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/e3/21/1176348606.jpg,2,113000.0,flat,sale,76.0,3,1,Calle Pardo de Santallana,Madrid,Collado Villalba,es,40.6321929,-4.0119245,False,https://www.idealista.com/inmueble/103008705/,34719,"Oportunidad Única de Inversión - Activo Inmobiliario Sin Explotar  REFERENCIA: 8646 [Auctree. com/auction/8646]  Embárquese en un viaje de inversión sin precedentes con Auctree, la plataforma líder en España para inversores inmobiliarios. Hoy, destacamos un singular activo inmobiliario, lleno de potencial latente y listo para explorar. Como inversor, se le otorga acceso exclusivo a un ámbito previamente reservado para grandes fondos de inversión y oficinas familiares, permitiéndole adentrarse en una clase de activos rebosante de oportunidades robustas y retornos significativos. Los servicios integrales de Auctree facilitan una experiencia de adquisición sin problemas, desde la participación en negociaciones con todas las partes hasta asegurar el registro exitoso de la propiedad en el Registro de la Propiedad. Ideal para inversores con visión de futuro en busca de vías de inversión sencillas, esta oportunidad ofrece retornos a largo plazo sustanciales y un valor único. Con Auctree, dé un paso más allá de las fronteras tradicionales de la inversión inmobiliaria y transformemos su cartera de inversiones hoy.",False,good,False,1487.0,{'typology': 'flat'},"{'subtitle': 'Carlos Ruiz, Collado Villalba', 'title': 'Piso en Calle Pardo de Santallana'}",False,False,False,False,,False,False,8646,,True,Carlos Ruiz,,False,,
63,13,103025441,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/60/e9/e0/1176230410.jpg,1,121000.0,flat,sale,74.0,2,1,Calle de Paterna,Madrid,Madrid,es,40.3425443,-3.6851262,False,https://www.idealista.com/inmueble/103025441/,10600,"Oportunidad Única de Inversión - Activo Inmobiliario Sin Explotar  REFERENCIA: 8846 [Auctree. com/auction/8846]  Embárquese en un viaje de inversión sin precedentes con Auctree, la plataforma líder en España para inversores inmobiliarios. Hoy, destacamos un singular activo inmobiliario, lleno de potencial latente y listo para explorar. Como inversor, se le otorga acceso exclusivo a un ámbito previamente reservado para grandes fondos de inversión y oficinas familiares, permitiéndole adentrarse en una clase de activos rebosante de oportunidades robustas y retornos significativos. Los servicios integrales de Auctree facilitan una experiencia de adquisición sin problemas, desde la participación en negociaciones con todas las partes hasta asegurar el registro exitoso de la propiedad en el Registro de la Propiedad. Ideal para inversores con visión de futuro en busca de vías de inversión sencillas, esta oportunidad ofrece retornos a largo plazo sustanciales y un valor único. Con Auctree, dé un paso más allá de las fronteras tradicionales de la inversión inmobiliaria y transformemos su cartera de inversiones hoy.",False,good,False,1635.0,{'typology': 'flat'},"{'subtitle': 'San Cristóbal, Madrid', 'title': 'Piso en Calle de Paterna'}",False,False,False,False,,False,False,8846,,True,Villaverde,San Cristóbal,True,,
